case,min,max,case_duration_minutes,loan_success,LoanGoal,LoanOutcome
Application_63353190,2016-12-19 13:51:34.563,2017-01-17 09:45:48.842,41514.23798333333,0,Extra spending limit,Fail
Application_633579793,2016-03-18 00:46:30.106,2016-05-03 16:30:36.698,67184.10986666667,1,Home improvement,Success
Application_633638288,2016-09-12 16:15:54.004,2016-09-23 13:53:37.052,15697.717466666665,1,Car,Success
Application_633655173,2016-10-19 18:30:02.943,2016-11-21 08:00:33.394,46890.507516666665,0,Home improvement,Fail
Application_633763723,2016-05-24 19:28:54.278,2016-05-26 16:21:29.318,2692.5840000000003,0,Remaining debt home,Fail
Application_633938094,2016-07-10 09:20:56.207,2016-07-18 09:30:38.616,11529.706816666667,1,Car,Success
Application_633961814,2016-11-24 17:11:55.005,2016-12-26 08:00:33.467,45528.64103333333,0,"Other, see explanation",Fail
Application_634004489,2016-01-25 09:18:58.316,2016-02-25 08:00:32.650,44561.57223333333,0,Not speficied,Fail
Application_63400703,2016-09-02 15:46:33.287,2016-09-08 08:19:45.856,8193.209483333334,0,Caravan / Camper,Fail
Application_634078808,2016-02-27 17:26:12.490,2016-03-17 13:36:21.534,27130.150733333332,0,Home improvement,Fail
Application_634089348,2016-08-15 15:55:50.711,2016-09-15 08:00:21.560,44164.514149999995,0,Car,Fail
Application_634153439,2016-11-03 08:13:47.433,2016-11-22 13:42:03.377,27688.26573333333,1,"Other, see explanation",Success
Application_634174877,2016-03-19 14:49:44.048,2016-04-13 11:04:44.075,35775.00045,1,Remaining debt home,Success
Application_634229442,2016-01-27 14:35:14.628,2016-02-27 08:16:12.076,44260.95746666667,0,Home improvement,Fail
Application_634308292,2016-07-06 11:36:27.773,2016-07-19 11:50:03.657,18733.59806666667,1,"Other, see explanation",Success
Application_634330591,2016-02-10 09:16:24.292,2016-02-29 11:38:00.479,27501.603116666665,0,Car,Fail
Application_634335471,2016-07-12 14:02:47.411,2016-07-14 15:52:34.635,2989.7870666666663,1,Unknown,Success
Application_634341703,2016-07-18 14:03:34.007,2016-08-18 14:37:38.012,44674.06675,0,Car,Fail
Application_634353469,2016-10-03 11:06:40.059,2016-11-07 11:32:54.079,50426.23366666667,1,Home improvement,Success
Application_634367533,2016-07-26 12:25:19.734,2016-08-08 10:12:58.667,18587.64888333333,0,"Other, see explanation",Fail
Application_634382665,2016-12-12 11:12:10.275,2016-12-21 15:46:15.816,13234.092349999999,1,Unknown,Success
Application_634399947,2016-01-14 14:19:05.687,2016-01-20 12:41:14.658,8542.149516666666,1,Car,Success
Application_634401256,2016-07-06 08:42:14.638,2016-07-18 08:20:50.222,17258.593066666668,1,Home improvement,Success
Application_634404760,2016-12-12 11:39:50.321,2016-12-22 07:48:30.268,14168.665783333334,1,Car,Success
Application_634429969,2016-06-13 18:03:15.290,2016-07-22 07:54:46.686,55551.52326666667,1,Existing loan takeover,Success
Application_634521945,2016-10-12 23:58:48.932,2016-10-24 10:55:39.731,16496.84665,1,Home improvement,Success
Application_634611718,2016-05-14 17:11:26.143,2016-06-28 09:35:21.078,64343.915583333335,1,"Other, see explanation",Success
Application_634640665,2016-09-19 11:00:50.121,2016-10-05 10:57:18.479,23036.472633333335,0,Home improvement,Fail
Application_634740343,2016-11-24 18:47:54.081,2016-12-26 08:00:13.756,45432.32791666666,0,Car,Fail
Application_634772779,2016-10-03 14:56:49.730,2016-10-25 09:08:14.564,31331.4139,0,Car,Fail
Application_634818571,2016-06-28 17:33:24.937,2016-08-02 10:24:29.958,49971.08368333334,0,Home improvement,Fail
Application_634826567,2016-02-16 23:07:14.493,2016-03-02 15:57:57.629,21170.718933333334,1,Existing loan takeover,Success
Application_634831049,2016-12-29 15:47:38.067,2017-01-30 08:00:16.556,45612.64148333333,0,Car,Fail
Application_634898760,2016-10-31 12:37:36.306,2016-11-22 08:04:47.785,31407.191316666667,1,Car,Success
Application_634947740,2016-07-02 15:31:16.666,2016-08-05 08:00:50.409,48509.56238333333,0,Car,Fail
Application_634953014,2016-10-04 15:43:34.540,2016-10-17 15:07:22.145,18683.793416666667,0,Home improvement,Fail
Application_634986308,2016-07-09 18:34:33.005,2016-08-10 08:00:19.560,45445.77591666667,0,Car,Fail
Application_63500338,2016-08-31 11:33:48.586,2016-09-28 15:39:32.947,40565.73935,1,Not speficied,Success
Application_635011682,2016-07-12 15:10:41.527,2016-07-25 09:38:09.523,18387.4666,1,Existing loan takeover,Success
Application_63511809,2016-08-18 16:51:05.182,2016-09-20 08:00:15.853,46989.17785,0,Car,Fail
Application_635180652,2016-06-29 13:42:36.593,2016-07-22 08:08:37.114,32786.00868333333,1,"Other, see explanation",Success
Application_635192431,2016-07-28 19:24:47.559,2016-08-22 10:40:48.970,35476.02351666666,1,Car,Success
Application_635277910,2016-11-19 21:19:09.404,2016-11-29 09:35:17.986,13696.143033333334,1,Motorcycle,Success
Application_635288343,2016-06-30 11:24:10.845,2016-07-15 07:26:10.531,21361.994766666667,1,Unknown,Success
Application_63534053,2016-08-02 15:57:39.790,2016-09-04 08:00:14.773,47042.58305,0,Car,Fail
Application_635375278,2016-09-12 15:57:44.882,2016-09-27 09:12:15.583,21194.51168333333,1,Existing loan takeover,Success
Application_635400595,2016-03-16 20:01:10.290,2016-04-17 08:00:57.733,45359.79071666666,0,Home improvement,Fail
Application_635402835,2016-06-29 19:47:51.099,2016-08-21 08:00:44.575,75612.89126666666,0,Not speficied,Fail
Application_635576510,2016-10-06 15:24:42.316,2016-11-04 09:09:31.378,41384.8177,0,"Other, see explanation",Fail
Application_635598354,2016-03-01 12:04:59.584,2016-04-01 08:04:04.526,44399.08236666666,0,Car,Fail
Application_635651171,2016-06-16 13:16:02.763,2016-06-28 12:00:36.429,17204.5611,1,Car,Success
Application_635712336,2016-09-07 12:34:56.919,2016-10-24 14:22:06.466,67787.15911666666,1,Existing loan takeover,Success
Application_635829958,2016-11-24 18:07:52.981,2016-12-08 11:25:19.639,19757.4443,1,Car,Success
Application_635899102,2016-03-14 12:16:59.825,2016-04-15 08:00:51.692,45823.86445,0,Home improvement,Fail
Application_635961265,2016-12-19 14:43:49.640,2016-12-27 15:24:54.672,11561.083866666666,1,Home improvement,Success
Application_635993067,2016-02-02 14:37:46.237,2016-02-29 20:54:40.338,39256.90168333333,0,Home improvement,Fail
Application_63617627,2016-06-11 20:44:51.817,2016-06-22 10:04:21.451,15199.4939,1,Car,Success
Application_636194219,2016-07-08 09:31:33.285,2016-07-13 17:57:16.646,7705.7226833333325,0,Existing loan takeover,Fail
Application_636211698,2016-12-05 20:56:42.642,2017-01-17 09:36:30.470,61239.79713333333,1,Home improvement,Success
Application_63629581,2016-05-26 19:49:38.091,2016-06-02 13:54:20.344,9724.704216666667,0,"Other, see explanation",Fail
Application_636319338,2016-07-01 18:29:11.447,2016-07-12 17:00:24.179,15751.2122,1,Not speficied,Success
Application_636373104,2016-04-28 19:55:20.189,2016-05-31 08:00:21.554,46805.022750000004,0,Existing loan takeover,Fail
Application_636486028,2016-01-11 09:57:45.668,2016-01-22 08:19:04.339,15741.311183333333,1,Home improvement,Success
Application_636626240,2016-06-14 09:05:20.822,2016-07-08 12:28:38.348,34763.2921,1,Unknown,Success
Application_636639108,2016-04-12 09:46:12.019,2016-04-22 14:23:16.866,14677.080783333333,1,Existing loan takeover,Success
Application_636746380,2016-08-01 11:13:52.063,2016-08-15 16:39:57.216,20486.085883333333,0,Car,Fail
Application_636773198,2016-10-17 14:52:18.670,2016-10-27 08:21:14.711,14008.934016666666,1,"Other, see explanation",Success
Application_636784420,2016-10-04 16:20:10.240,2016-10-19 14:48:49.831,21508.65985,1,Existing loan takeover,Success
Application_636848501,2016-04-20 16:37:11.443,2016-07-20 15:05:03.514,130947.86785000001,1,Remaining debt home,Success
Application_636936558,2016-05-06 14:47:45.351,2016-06-01 20:48:30.818,37800.757783333334,0,Car,Fail
Application_637222323,2016-10-31 16:25:31.675,2016-11-23 14:06:38.069,32981.10656666667,1,Remaining debt home,Success
Application_637297513,2016-10-26 12:16:21.413,2016-12-01 08:00:10.026,51583.810216666665,0,Existing loan takeover,Fail
Application_637303689,2016-06-09 12:39:43.038,2016-06-22 08:26:40.046,18466.950133333332,1,Car,Success
Application_637418409,2016-02-05 18:23:36.958,2016-02-17 09:56:01.670,16772.41186666667,0,Car,Fail
Application_637443396,2016-06-27 09:56:22.747,2016-07-20 13:51:00.948,33354.63668333333,0,Home improvement,Fail
Application_637491144,2016-01-07 17:34:32.391,2016-01-22 17:48:38.707,21614.10526666667,0,Car,Fail
Application_637536789,2016-11-18 15:19:42.809,2017-02-01 15:01:24.191,107981.6897,0,Existing loan takeover,Fail
Application_637658579,2016-12-21 13:58:25.377,2017-01-31 17:25:52.027,59247.44416666667,1,Existing loan takeover,Success
Application_637668440,2016-05-13 10:44:42.449,2016-06-14 08:50:48.227,45966.0963,1,Home improvement,Success
Application_637712751,2016-10-24 09:59:30.829,2016-11-28 12:10:53.321,50531.374866666665,1,Car,Success
Application_637748400,2016-10-23 15:45:26.759,2016-11-14 13:02:45.823,31517.317733333333,0,Home improvement,Fail
Application_637769578,2016-04-22 15:49:21.139,2016-05-24 08:00:20.859,45610.99533333334,0,Remaining debt home,Fail
Application_637883747,2016-07-28 20:03:55.691,2016-09-01 08:00:45.337,49676.82743333334,0,Car,Fail
Application_637898865,2016-04-04 09:47:59.905,2016-04-11 11:52:50.755,10204.8475,0,Home improvement,Fail
Application_637945284,2016-08-30 12:44:45.988,2016-09-30 08:00:33.922,44355.7989,0,Car,Fail
Application_637980904,2016-01-23 15:46:13.244,2016-02-29 08:00:25.274,52814.2005,0,Car,Fail
Application_638023559,2016-07-12 16:44:14.568,2016-07-26 08:07:30.413,19643.26408333333,1,Existing loan takeover,Success
Application_638041030,2016-10-31 18:53:47.928,2016-11-14 11:31:52.180,19718.07086666667,1,Unknown,Success
Application_638063372,2016-08-25 18:45:30.126,2016-09-08 09:55:04.651,19629.575416666667,0,Car,Fail
Application_638063982,2016-05-24 21:31:32.127,2016-06-22 11:23:29.954,41151.96378333333,1,Car,Success
Application_638092100,2016-03-04 08:48:15.981,2016-04-04 08:00:54.460,44592.64131666666,0,Car,Fail
Application_63813163,2016-07-20 20:09:58.069,2016-08-22 09:40:23.101,46890.4172,1,Home improvement,Success
Application_638199657,2016-12-05 10:16:53.938,2016-12-28 10:29:02.929,33132.14985,1,Remaining debt home,Success
Application_638406911,2016-08-27 10:56:30.212,2016-09-29 08:00:11.234,47343.6837,0,Home improvement,Fail
Application_638408365,2016-12-30 21:39:29.663,2017-01-13 09:29:34.636,19430.082883333333,1,Home improvement,Success
Application_638412039,2016-03-16 11:41:03.584,2016-03-30 11:42:00.506,20160.9487,1,Home improvement,Success
Application_638536744,2016-01-13 13:30:15.723,2016-01-21 15:32:22.289,11642.109433333333,1,Unknown,Success
Application_638761667,2016-08-17 16:52:08.484,2016-08-29 09:32:12.245,16840.062683333334,1,Caravan / Camper,Success
Application_638782298,2016-03-28 13:08:52.585,2016-04-04 09:56:32.802,9887.670283333333,0,Existing loan takeover,Fail
Application_638813041,2016-07-14 14:48:01.482,2016-08-15 08:00:17.166,45672.261399999996,0,Car,Fail
Application_638888138,2016-04-08 09:22:08.838,2016-05-10 08:00:40.152,45998.5219,0,Car,Fail
Application_638926349,2016-01-18 10:07:04.361,2016-02-22 07:42:42.300,50255.63231666666,1,Car,Success
Application_639055240,2016-11-25 11:38:46.240,2016-12-02 10:51:43.060,10032.946999999998,1,Car,Success
Application_639123732,2016-09-20 15:45:01.315,2016-10-04 09:35:31.627,19790.5052,1,"Other, see explanation",Success
Application_639140332,2016-12-09 17:44:52.811,2016-12-23 09:08:51.446,19643.97725,1,Unknown,Success
Application_639141458,2016-06-20 10:24:24.506,2016-07-21 08:00:55.133,44496.510449999994,0,Unknown,Fail
Application_639168651,2016-06-20 09:40:38.455,2016-06-25 12:04:33.536,7343.9180166666665,0,Existing loan takeover,Fail
Application_63923439,2016-06-10 10:00:41.358,2016-06-20 15:25:46.463,14725.085083333333,0,Existing loan takeover,Fail
Application_639246573,2016-06-30 15:22:37.716,2016-07-14 13:21:54.698,20039.283033333333,1,Not speficied,Success
Application_63932076,2016-12-07 07:37:14.162,2016-12-16 15:04:45.021,13407.514316666668,0,"Other, see explanation",Fail
Application_639333261,2016-12-03 10:46:58.686,2016-12-09 11:07:12.886,8660.236666666668,0,Home improvement,Fail
Application_63937793,2016-02-26 10:19:12.538,2016-03-28 08:00:59.178,44501.77733333334,0,Car,Fail
Application_639390078,2016-06-27 10:59:36.354,2016-07-22 07:42:38.065,35803.028516666665,1,Existing loan takeover,Success
Application_639400430,2016-11-13 23:22:14.441,2016-12-17 08:00:34.490,48038.33415,0,Home improvement,Fail
Application_639466397,2016-10-20 18:23:42.826,2016-10-24 14:19:11.740,5515.4819,0,Home improvement,Fail
Application_63947631,2016-12-12 11:08:33.476,2016-12-27 13:16:47.364,21728.231466666668,1,Remaining debt home,Success
Application_639492793,2016-09-02 11:21:33.914,2016-10-03 08:00:26.512,44438.87663333334,0,"Other, see explanation",Fail
Application_639558773,2016-08-21 14:02:39.625,2016-09-09 09:43:43.881,27101.070933333333,1,Existing loan takeover,Success
Application_63970219,2016-01-07 15:59:41.142,2016-02-22 07:58:32.279,65758.85228333334,1,"Other, see explanation",Success
Application_639747826,2016-09-05 08:57:16.923,2016-11-03 08:00:36.270,84903.32245,0,Car,Fail
Application_63986078,2016-10-26 17:10:54.052,2016-11-27 08:00:28.779,45529.57878333333,0,Home improvement,Fail
Application_639896341,2016-10-04 14:43:02.452,2016-10-18 14:43:42.236,20160.663066666668,1,Car,Success
Application_639917037,2016-08-29 17:53:24.678,2016-09-09 16:42:51.557,15769.447983333333,1,Car,Success
Application_639917501,2016-03-05 09:51:10.548,2016-03-12 14:28:44.592,10357.5674,0,Existing loan takeover,Fail
Application_639957545,2016-08-15 14:59:39.431,2016-09-20 09:15:19.971,51495.67566666667,1,Car,Success
Application_639972804,2016-06-01 11:09:09.054,2016-07-22 08:24:25.029,73275.26625,1,Home improvement,Success
Application_640176586,2016-10-28 11:35:59.029,2016-11-11 15:04:17.474,20368.307416666667,1,Car,Success
Application_640195112,2016-09-16 14:29:33.973,2016-09-27 08:24:33.029,15474.984266666666,0,Car,Fail
Application_640250593,2016-12-01 22:35:48.857,2017-01-03 08:00:12.727,46644.397833333336,0,Home improvement,Fail
Application_640391905,2016-03-04 11:17:00.955,2016-03-22 13:35:16.449,26058.258233333334,1,Not speficied,Success
Application_640428791,2016-01-25 19:24:15.050,2016-02-29 08:02:45.916,49718.51443333333,0,"Other, see explanation",Fail
Application_640507942,2016-06-17 15:38:03.522,2016-07-06 15:40:36.208,27362.544766666666,1,Car,Success
Application_640754434,2016-11-01 20:44:50.130,2016-12-03 08:00:10.004,45315.33123333333,0,Car,Fail
Application_640801271,2016-06-23 18:54:05.791,2016-07-15 14:58:45.986,31444.66991666667,0,Car,Fail
Application_640814394,2016-08-04 20:17:09.705,2016-09-29 11:42:45.453,80125.5958,1,Remaining debt home,Success
Application_64097049,2016-07-03 21:14:31.762,2016-08-04 08:00:21.877,45285.835250000004,0,Not speficied,Fail
Application_641162405,2016-07-28 20:20:33.764,2016-08-23 13:19:30.107,37018.93905,1,Car,Success
Application_641302579,2016-05-28 21:13:55.566,2016-06-02 11:07:26.598,6593.5172,1,Car,Success
Application_641373824,2016-01-25 21:35:26.859,2016-02-22 16:28:07.038,40012.66965,1,Car,Success
Application_641412341,2016-04-20 21:31:25.188,2016-06-01 08:25:57.901,59694.545216666666,1,Remaining debt home,Success
Application_641443562,2016-02-16 19:46:06.700,2016-03-19 11:44:48.417,45598.695283333334,1,Not speficied,Success
Application_641451451,2016-04-20 18:47:28.762,2016-04-29 13:43:49.743,12656.349683333334,1,Car,Success
Application_641457453,2016-10-12 11:15:29.757,2016-11-08 11:27:21.379,38891.86036666667,0,Existing loan takeover,Fail
Application_641508359,2016-03-10 09:26:12.331,2016-03-10 15:19:05.354,352.88371666666666,0,Car,Fail
Application_64154351,2016-03-16 20:14:03.174,2016-03-23 15:13:59.899,9779.945416666666,1,Car,Success
Application_641585935,2016-09-26 22:44:28.870,2016-10-29 08:00:37.603,46636.14555,0,Car,Fail
Application_641614146,2016-09-16 12:48:56.615,2016-09-19 10:12:37.984,4163.689483333334,0,Remaining debt home,Fail
Application_641702584,2016-07-06 22:51:11.052,2016-07-25 07:57:01.008,26465.8326,1,Home improvement,Success
Application_641738626,2016-03-11 00:55:36.622,2016-03-23 16:06:06.675,18190.500883333334,0,Existing loan takeover,Fail
Application_641742813,2016-06-30 14:02:43.687,2016-07-08 15:15:38.896,11592.92015,1,Car,Success
Application_641759919,2016-08-08 10:00:14.533,2016-09-08 08:00:35.813,44520.354666666666,0,Home improvement,Fail
Application_641777079,2016-08-08 14:56:45.679,2016-09-11 08:00:35.401,48543.8287,0,Motorcycle,Fail
Application_641785629,2016-02-26 09:07:43.808,2016-03-01 11:59:31.746,5931.798966666667,0,Car,Fail
Application_641879278,2016-01-27 19:51:07.788,2016-02-29 08:02:46.713,46811.64875,0,Home improvement,Fail
Application_641951611,2016-03-21 21:38:52.908,2016-04-13 13:33:32.977,32634.667816666664,1,Existing loan takeover,Success
Application_642092490,2016-01-19 12:11:11.757,2016-01-27 10:07:44.907,11396.5525,0,Car,Fail
Application_642179711,2016-05-16 13:54:07.546,2016-05-25 16:21:19.819,13107.20455,1,Car,Success
Application_642199194,2016-05-16 23:23:19.195,2016-05-26 14:44:07.990,13880.813250000001,1,Car,Success
Application_642207018,2016-05-12 22:58:40.578,2016-06-10 11:57:27.684,41098.7851,0,Caravan / Camper,Fail
Application_642215736,2016-06-06 18:12:33.997,2016-06-29 11:57:32.553,32744.975933333335,1,Unknown,Success
Application_642241213,2016-05-23 12:16:34.035,2016-05-30 14:55:06.598,10238.542716666667,1,Existing loan takeover,Success
Application_642295273,2016-03-15 20:17:53.262,2016-03-24 16:50:36.417,12752.71925,1,Car,Success
Application_642335639,2016-11-03 11:37:17.967,2016-11-22 07:57:37.047,27140.318000000003,1,Existing loan takeover,Success
Application_642367414,2016-11-02 14:58:13.143,2016-12-03 08:00:36.223,44222.384666666665,0,Existing loan takeover,Fail
Application_642414072,2016-04-13 13:58:38.330,2016-04-18 11:00:14.155,7021.597083333333,0,Remaining debt home,Fail
Application_642433479,2016-12-01 23:10:26.346,2017-01-02 08:00:09.045,45169.71165,0,Car,Fail
Application_64246554,2016-11-23 21:03:33.152,2017-01-23 07:40:33.155,87037.00004999999,1,Car,Success
Application_642497977,2016-02-27 10:30:02.449,2016-03-11 11:49:42.729,18799.671333333335,0,Home improvement,Fail
Application_642553020,2016-10-25 09:59:05.731,2016-11-01 15:31:25.120,10412.32315,1,"Other, see explanation",Success
Application_642567542,2016-01-16 12:45:01.320,2016-01-27 12:37:13.651,15832.205516666667,1,Car,Success
Application_642608905,2016-10-25 13:50:11.811,2016-11-14 09:58:56.775,28568.749399999997,1,Car,Success
Application_642686768,2016-06-26 16:13:06.213,2016-07-20 13:02:01.146,34368.91555,1,Not speficied,Success
Application_642741462,2016-06-17 15:46:37.524,2016-07-18 08:00:45.086,44174.126033333334,0,"Other, see explanation",Fail
Application_642752908,2016-05-30 09:47:41.749,2016-06-07 10:55:23.949,11587.703333333333,1,Unknown,Success
Application_642781969,2016-08-18 11:21:01.932,2016-10-09 08:00:26.249,74679.40528333333,0,"Other, see explanation",Fail
Application_6428383,2016-02-22 15:39:51.286,2016-03-22 11:11:32.011,41491.67875,1,Unknown,Success
Application_642840882,2016-06-20 14:33:15.747,2016-07-04 10:06:29.921,19893.236233333337,0,Home improvement,Fail
Application_64286790,2016-03-15 01:35:58.117,2016-03-23 12:05:49.580,12149.857716666667,1,Home improvement,Success
Application_642994054,2016-09-18 14:34:55.966,2016-10-20 08:00:34.384,45685.6403,0,Car,Fail
Application_643006847,2016-10-14 21:12:44.972,2016-10-24 10:18:22.658,13745.6281,1,Car,Success
Application_643008287,2016-09-27 09:33:07.866,2016-10-11 12:03:21.450,20310.2264,1,Extra spending limit,Success
Application_643047755,2016-10-22 16:29:38.301,2016-11-10 13:40:01.305,27190.3834,1,Unknown,Success
Application_64311511,2016-05-30 11:34:57.581,2016-06-22 08:32:10.312,32937.21218333333,1,Car,Success
Application_643134488,2016-07-15 17:32:47.695,2016-08-22 09:34:33.350,54241.760916666666,1,Car,Success
Application_643176291,2016-05-12 13:59:48.389,2016-05-26 08:11:00.937,19811.209133333334,0,Existing loan takeover,Fail
Application_643199762,2016-06-01 15:49:49.741,2016-07-08 08:00:46.023,52810.93803333333,0,Car,Fail
Application_643216783,2016-07-29 13:01:47.669,2016-08-24 14:17:56.130,37516.14101666667,0,Existing loan takeover,Fail
Application_643238237,2016-07-10 20:07:06.622,2016-08-13 08:00:50.927,48233.73841666667,0,Home improvement,Fail
Application_643290432,2016-08-18 11:12:55.382,2016-08-31 16:57:42.931,19064.792483333335,1,Home improvement,Success
Application_643341504,2016-07-30 16:08:21.975,2016-08-31 08:00:07.908,45591.765550000004,0,Car,Fail
Application_643409449,2016-09-08 13:43:18.050,2016-09-13 12:30:09.023,7126.84955,0,"Other, see explanation",Fail
Application_643423512,2016-07-13 21:09:08.131,2016-07-29 11:00:34.468,22431.43895,0,Existing loan takeover,Fail
Application_643473779,2016-05-25 11:59:39.381,2016-06-25 08:00:17.861,44400.64133333333,0,Home improvement,Fail
Application_64360728,2016-12-19 10:33:34.352,2017-01-19 08:00:25.394,44486.850699999995,0,Existing loan takeover,Fail
Application_643675540,2016-04-29 15:04:35.750,2016-05-10 12:58:16.031,15713.671349999999,0,"Other, see explanation",Fail
Application_643691008,2016-11-11 17:14:39.325,2016-11-30 14:31:08.815,27196.4915,1,Existing loan takeover,Success
Application_643793243,2016-07-29 13:59:18.070,2016-08-31 08:00:25.156,47161.1181,0,Existing loan takeover,Fail
Application_643794221,2016-11-03 09:14:49.879,2016-11-09 17:50:01.646,9155.196116666666,0,Home improvement,Fail
Application_643849419,2016-07-28 18:52:51.258,2016-08-10 11:32:21.406,18279.50246666667,1,Existing loan takeover,Success
Application_643886215,2016-05-21 13:07:04.918,2016-06-22 10:16:59.743,45909.91375,1,Car,Success
Application_644112843,2016-06-16 15:03:41.265,2016-07-17 08:00:57.311,44217.267433333334,0,Tax payments,Fail
Application_644233326,2016-08-14 16:22:58.899,2016-09-22 07:41:27.566,55638.47778333333,1,Car,Success
Application_644340095,2016-10-25 12:53:35.756,2016-11-22 08:21:39.136,40048.056333333334,1,Car,Success
Application_644358883,2016-05-15 17:44:44.302,2016-06-16 08:00:38.911,45495.91015,0,"Other, see explanation",Fail
Application_644511070,2016-01-20 15:55:32.270,2016-01-27 17:07:36.300,10152.067166666668,1,Car,Success
Application_644611961,2016-04-20 15:25:21.582,2016-04-28 12:53:51.875,11368.504883333333,1,Existing loan takeover,Success
Application_644649298,2016-03-29 18:09:44.828,2016-04-28 11:52:12.677,42822.46415,1,Unknown,Success
Application_64467309,2016-11-28 08:45:16.105,2016-12-09 16:53:37.105,16328.35,1,Existing loan takeover,Success
Application_644676641,2016-09-15 11:18:07.416,2016-09-30 15:22:58.596,21844.853,1,Existing loan takeover,Success
Application_644677439,2016-12-29 10:31:27.870,2017-01-23 07:42:29.427,35831.02595,1,Existing loan takeover,Success
Application_644684670,2016-10-18 14:41:24.829,2016-12-09 07:48:34.604,74467.16291666667,1,Unknown,Success
Application_644781534,2016-07-29 12:57:03.126,2016-08-12 14:29:28.278,20252.4192,1,Unknown,Success
Application_64480160,2016-09-04 11:09:32.016,2016-10-07 08:00:38.980,47331.11606666667,0,Car,Fail
Application_644804836,2016-02-29 09:41:02.750,2016-03-08 15:58:25.554,11897.380066666667,1,Home improvement,Success
Application_644820841,2016-01-14 10:36:29.096,2016-02-10 10:12:16.935,38855.79731666667,1,Business goal,Success
Application_644865647,2016-03-30 10:25:46.265,2016-04-11 08:18:32.440,17152.769583333335,1,Home improvement,Success
Application_644972978,2016-09-11 20:23:02.278,2016-10-14 08:00:29.806,46777.4588,0,Home improvement,Fail
Application_645021443,2016-05-23 20:21:20.221,2016-06-25 08:00:28.103,46779.13136666667,0,Car,Fail
Application_645105188,2016-06-06 19:33:17.456,2016-06-21 15:36:31.847,21363.23985,0,Existing loan takeover,Fail
Application_645196418,2016-06-03 11:02:41.928,2016-06-09 13:27:56.803,8785.247916666667,1,Unknown,Success
Application_645282036,2016-01-11 16:37:11.791,2016-01-21 10:33:13.165,14036.0229,0,Car,Fail
Application_645293411,2016-02-12 21:23:13.863,2016-02-24 14:27:43.685,16864.497033333333,0,Car,Fail
Application_645322893,2016-07-02 20:22:02.492,2016-07-15 12:34:05.993,18252.05835,1,Car,Success
Application_645328035,2016-10-28 13:45:55.921,2016-11-15 09:03:59.663,25638.06236666667,0,Car,Fail
Application_645346728,2016-07-17 15:37:56.109,2016-08-16 13:18:33.922,43060.630216666665,1,Not speficied,Success
Application_645400256,2016-01-20 16:28:49.010,2016-02-18 12:00:31.102,41491.70153333333,0,Existing loan takeover,Fail
Application_645413695,2016-04-28 21:01:32.051,2016-05-06 10:29:15.873,10887.730366666667,1,Car,Success
Application_6455133,2016-03-17 22:26:29.790,2016-03-30 11:41:50.531,18075.345683333333,1,Existing loan takeover,Success
Application_645529282,2016-05-31 22:27:54.780,2016-07-05 08:00:20.579,49532.429983333335,0,Car,Fail
Application_645533161,2016-11-23 16:11:04.693,2016-12-08 14:11:07.523,21480.047166666667,1,Existing loan takeover,Success
Application_64580395,2016-11-14 22:39:06.712,2016-11-27 21:15:41.551,18636.58065,1,"Other, see explanation",Success
Application_645828402,2016-06-04 15:14:15.043,2016-07-07 08:00:25.135,47086.1682,0,Existing loan takeover,Fail
Application_645888609,2016-06-17 09:19:48.179,2016-07-22 08:00:46.511,50320.9722,1,Car,Success
Application_646249286,2016-09-06 15:13:53.903,2016-09-22 08:42:18.478,22648.409583333334,1,Unknown,Success
Application_646255491,2016-07-07 01:27:50.179,2016-08-07 08:00:46.948,45032.946149999996,0,Not speficied,Fail
Application_646513699,2016-07-15 19:58:54.461,2016-07-28 11:21:44.448,18202.833116666665,1,Home improvement,Success
Application_646585496,2016-01-11 11:55:00.297,2016-02-12 08:00:34.188,45845.564849999995,0,Existing loan takeover,Fail
Application_646705408,2016-09-17 14:34:00.444,2016-10-10 16:06:43.096,33212.71086666667,1,Not speficied,Success
Application_646743033,2016-02-01 09:30:36.743,2016-02-12 10:19:38.454,15889.028516666667,1,Car,Success
Application_646782980,2016-01-29 17:20:52.439,2016-02-09 11:13:06.179,15472.229,1,"Other, see explanation",Success
Application_646819130,2016-11-29 18:56:34.341,2016-12-31 08:00:25.526,45423.853083333335,0,Extra spending limit,Fail
Application_646831750,2016-10-03 20:25:45.262,2016-10-21 11:39:30.153,25393.748183333333,1,"Other, see explanation",Success
Application_646842913,2016-09-03 20:50:53.571,2016-09-16 10:26:25.951,18095.539666666664,1,Home improvement,Success
Application_646892363,2016-03-02 00:13:01.114,2016-03-22 09:55:28.875,29382.46268333333,1,Remaining debt home,Success
Application_646930539,2016-06-03 16:51:15.961,2016-06-27 14:56:07.482,34444.85868333333,1,Remaining debt home,Success
Application_646977549,2016-10-27 10:08:53.585,2016-12-05 08:00:34.464,56031.68131666667,0,"Other, see explanation",Fail
Application_647094276,2016-05-21 14:41:14.477,2016-06-13 11:33:04.290,32931.83021666667,1,Car,Success
Application_64710253,2016-04-19 23:32:33.401,2016-05-02 12:10:03.739,18037.505633333334,1,Car,Success
Application_647105703,2016-11-03 09:21:56.823,2017-01-28 11:37:25.197,123975.4729,0,Remaining debt home,Fail
Application_647190946,2016-09-03 16:05:41.860,2016-09-12 12:32:20.605,12746.64575,1,Car,Success
