case,case_duration_minutes,loan_success,duration_bin,duration_order,LoanOutcome
Application_634404760,14168.665783333334,1,0.0 – 10.1 days,0,Success
Application_634429969,55551.52326666667,1,31.9 – 286.1 days,4,Success
Application_634521945,16496.84665,1,10.1 – 15.1 days,1,Success
Application_634611718,64343.915583333335,1,31.9 – 286.1 days,4,Success
Application_634640665,23036.47263333333,0,15.1 – 25.2 days,2,Fail
Application_634740343,45432.32791666666,0,25.2 – 31.9 days,3,Fail
Application_634772779,31331.4139,0,15.1 – 25.2 days,2,Fail
Application_634818571,49971.08368333334,0,31.9 – 286.1 days,4,Fail
Application_634826567,21170.718933333334,1,10.1 – 15.1 days,1,Success
Application_634831049,45612.64148333333,0,25.2 – 31.9 days,3,Fail
Application_634898760,31407.191316666667,1,15.1 – 25.2 days,2,Success
Application_634947740,48509.56238333333,0,31.9 – 286.1 days,4,Fail
Application_634953014,18683.793416666667,0,10.1 – 15.1 days,1,Fail
Application_634986308,45445.77591666667,0,25.2 – 31.9 days,3,Fail
Application_63500338,40565.73935,1,25.2 – 31.9 days,3,Success
Application_635011682,18387.4666,1,10.1 – 15.1 days,1,Success
Application_63511809,46989.17785,0,31.9 – 286.1 days,4,Fail
Application_635180652,32786.00868333333,1,15.1 – 25.2 days,2,Success
Application_635192431,35476.02351666666,1,15.1 – 25.2 days,2,Success
Application_635277910,13696.143033333334,1,0.0 – 10.1 days,0,Success
Application_635288343,21361.994766666667,1,10.1 – 15.1 days,1,Success
Application_63534053,47042.58305,0,31.9 – 286.1 days,4,Fail
Application_635375278,21194.51168333333,1,10.1 – 15.1 days,1,Success
Application_635400595,45359.79071666666,0,25.2 – 31.9 days,3,Fail
Application_635402835,75612.89126666666,0,31.9 – 286.1 days,4,Fail
Application_635576510,41384.8177,0,25.2 – 31.9 days,3,Fail
Application_635598354,44399.08236666666,0,25.2 – 31.9 days,3,Fail
Application_635651171,17204.5611,1,10.1 – 15.1 days,1,Success
Application_635712336,67787.15911666666,1,31.9 – 286.1 days,4,Success
Application_635829958,19757.4443,1,10.1 – 15.1 days,1,Success
Application_635899102,45823.86445,0,25.2 – 31.9 days,3,Fail
Application_635961265,11561.083866666666,1,0.0 – 10.1 days,0,Success
Application_635993067,39256.90168333333,0,25.2 – 31.9 days,3,Fail
Application_63617627,15199.4939,1,10.1 – 15.1 days,1,Success
Application_636194219,7705.722683333332,0,0.0 – 10.1 days,0,Fail
Application_636211698,61239.79713333333,1,31.9 – 286.1 days,4,Success
Application_63629581,9724.704216666669,0,0.0 – 10.1 days,0,Fail
Application_636319338,15751.2122,1,10.1 – 15.1 days,1,Success
Application_636373104,46805.02275,0,31.9 – 286.1 days,4,Fail
Application_636486028,15741.311183333331,1,10.1 – 15.1 days,1,Success
Application_636626240,34763.2921,1,15.1 – 25.2 days,2,Success
Application_636639108,14677.080783333333,1,10.1 – 15.1 days,1,Success
Application_636746380,20486.085883333333,0,10.1 – 15.1 days,1,Fail
Application_636773198,14008.934016666666,1,0.0 – 10.1 days,0,Success
Application_636784420,21508.65985,1,10.1 – 15.1 days,1,Success
Application_636848501,130947.86785,1,31.9 – 286.1 days,4,Success
Application_636936558,37800.75778333333,0,25.2 – 31.9 days,3,Fail
Application_637222323,32981.10656666667,1,15.1 – 25.2 days,2,Success
Application_637297513,51583.810216666665,0,31.9 – 286.1 days,4,Fail
Application_637303689,18466.95013333333,1,10.1 – 15.1 days,1,Success
Application_637418409,16772.41186666667,0,10.1 – 15.1 days,1,Fail
Application_637443396,33354.63668333333,0,15.1 – 25.2 days,2,Fail
Application_637491144,21614.10526666667,0,10.1 – 15.1 days,1,Fail
Application_637536789,107981.6897,0,31.9 – 286.1 days,4,Fail
Application_637658579,59247.44416666667,1,31.9 – 286.1 days,4,Success
Application_637668440,45966.0963,1,25.2 – 31.9 days,3,Success
Application_637712751,50531.374866666665,1,31.9 – 286.1 days,4,Success
Application_637748400,31517.317733333333,0,15.1 – 25.2 days,2,Fail
Application_637769578,45610.99533333334,0,25.2 – 31.9 days,3,Fail
Application_637883747,49676.82743333334,0,31.9 – 286.1 days,4,Fail
Application_637898865,10204.8475,0,0.0 – 10.1 days,0,Fail
Application_637945284,44355.7989,0,25.2 – 31.9 days,3,Fail
Application_637980904,52814.2005,0,31.9 – 286.1 days,4,Fail
Application_638023559,19643.26408333333,1,10.1 – 15.1 days,1,Success
Application_638041030,19718.07086666667,1,10.1 – 15.1 days,1,Success
Application_638063372,19629.575416666667,0,10.1 – 15.1 days,1,Fail
Application_638063982,41151.96378333333,1,25.2 – 31.9 days,3,Success
Application_638092100,44592.64131666666,0,25.2 – 31.9 days,3,Fail
Application_63813163,46890.4172,1,31.9 – 286.1 days,4,Success
Application_638199657,33132.14985,1,15.1 – 25.2 days,2,Success
Application_638406911,47343.6837,0,31.9 – 286.1 days,4,Fail
Application_638408365,19430.082883333333,1,10.1 – 15.1 days,1,Success
Application_638412039,20160.9487,1,10.1 – 15.1 days,1,Success
Application_638536744,11642.109433333331,1,0.0 – 10.1 days,0,Success
Application_638761667,16840.062683333334,1,10.1 – 15.1 days,1,Success
Application_638782298,9887.670283333331,0,0.0 – 10.1 days,0,Fail
Application_638813041,45672.2614,0,25.2 – 31.9 days,3,Fail
Application_638888138,45998.5219,0,25.2 – 31.9 days,3,Fail
Application_638926349,50255.63231666666,1,31.9 – 286.1 days,4,Success
Application_639055240,10032.946999999998,1,0.0 – 10.1 days,0,Success
Application_639123732,19790.5052,1,10.1 – 15.1 days,1,Success
Application_639140332,19643.97725,1,10.1 – 15.1 days,1,Success
Application_639141458,44496.51045,0,25.2 – 31.9 days,3,Fail
Application_639168651,7343.918016666666,0,0.0 – 10.1 days,0,Fail
Application_63923439,14725.085083333332,0,10.1 – 15.1 days,1,Fail
Application_639246573,20039.283033333333,1,10.1 – 15.1 days,1,Success
Application_63932076,13407.514316666668,0,0.0 – 10.1 days,0,Fail
Application_639333261,8660.236666666668,0,0.0 – 10.1 days,0,Fail
Application_63937793,44501.77733333334,0,25.2 – 31.9 days,3,Fail
Application_639390078,35803.028516666665,1,15.1 – 25.2 days,2,Success
Application_639400430,48038.33415,0,31.9 – 286.1 days,4,Fail
Application_639466397,5515.4819,0,0.0 – 10.1 days,0,Fail
Application_63947631,21728.231466666668,1,10.1 – 15.1 days,1,Success
Application_639492793,44438.87663333334,0,25.2 – 31.9 days,3,Fail
Application_639558773,27101.070933333333,1,15.1 – 25.2 days,2,Success
Application_63970219,65758.85228333334,1,31.9 – 286.1 days,4,Success
Application_639747826,84903.32245,0,31.9 – 286.1 days,4,Fail
Application_63986078,45529.57878333333,0,25.2 – 31.9 days,3,Fail
Application_639896341,20160.663066666668,1,10.1 – 15.1 days,1,Success
Application_639917037,15769.447983333332,1,10.1 – 15.1 days,1,Success
Application_639917501,10357.5674,0,0.0 – 10.1 days,0,Fail
Application_639957545,51495.67566666667,1,31.9 – 286.1 days,4,Success
Application_639972804,73275.26625,1,31.9 – 286.1 days,4,Success
Application_640176586,20368.307416666667,1,10.1 – 15.1 days,1,Success
Application_640195112,15474.984266666666,0,10.1 – 15.1 days,1,Fail
Application_640250593,46644.397833333336,0,31.9 – 286.1 days,4,Fail
Application_640391905,26058.25823333333,1,15.1 – 25.2 days,2,Success
Application_640428791,49718.51443333333,0,31.9 – 286.1 days,4,Fail
Application_640507942,27362.544766666662,1,15.1 – 25.2 days,2,Success
Application_640754434,45315.33123333333,0,25.2 – 31.9 days,3,Fail
Application_640801271,31444.66991666667,0,15.1 – 25.2 days,2,Fail
Application_640814394,80125.5958,1,31.9 – 286.1 days,4,Success
Application_64097049,45285.83525,0,25.2 – 31.9 days,3,Fail
Application_641162405,37018.93905,1,25.2 – 31.9 days,3,Success
Application_641302579,6593.5172,1,0.0 – 10.1 days,0,Success
Application_641373824,40012.66965,1,25.2 – 31.9 days,3,Success
Application_641412341,59694.545216666666,1,31.9 – 286.1 days,4,Success
Application_641443562,45598.69528333333,1,25.2 – 31.9 days,3,Success
Application_641451451,12656.349683333334,1,0.0 – 10.1 days,0,Success
Application_641457453,38891.86036666667,0,25.2 – 31.9 days,3,Fail
Application_641508359,352.88371666666666,0,0.0 – 10.1 days,0,Fail
Application_64154351,9779.945416666666,1,0.0 – 10.1 days,0,Success
Application_641585935,46636.14555,0,31.9 – 286.1 days,4,Fail
Application_641614146,4163.689483333334,0,0.0 – 10.1 days,0,Fail
Application_641702584,26465.8326,1,15.1 – 25.2 days,2,Success
Application_641738626,18190.50088333333,0,10.1 – 15.1 days,1,Fail
Application_641742813,11592.92015,1,0.0 – 10.1 days,0,Success
Application_641759919,44520.354666666666,0,25.2 – 31.9 days,3,Fail
Application_641777079,48543.8287,0,31.9 – 286.1 days,4,Fail
Application_641785629,5931.798966666667,0,0.0 – 10.1 days,0,Fail
Application_641879278,46811.64875,0,31.9 – 286.1 days,4,Fail
Application_641951611,32634.667816666664,1,15.1 – 25.2 days,2,Success
Application_642092490,11396.5525,0,0.0 – 10.1 days,0,Fail
Application_642179711,13107.20455,1,0.0 – 10.1 days,0,Success
Application_642199194,13880.81325,1,0.0 – 10.1 days,0,Success
Application_642207018,41098.7851,0,25.2 – 31.9 days,3,Fail
Application_642215736,32744.97593333333,1,15.1 – 25.2 days,2,Success
Application_642241213,10238.542716666669,1,0.0 – 10.1 days,0,Success
Application_642295273,12752.71925,1,0.0 – 10.1 days,0,Success
Application_642335639,27140.318000000003,1,15.1 – 25.2 days,2,Success
Application_642367414,44222.384666666665,0,25.2 – 31.9 days,3,Fail
Application_642414072,7021.597083333333,0,0.0 – 10.1 days,0,Fail
Application_642433479,45169.71165,0,25.2 – 31.9 days,3,Fail
Application_64246554,87037.00004999999,1,31.9 – 286.1 days,4,Success
Application_642497977,18799.671333333332,0,10.1 – 15.1 days,1,Fail
Application_642553020,10412.32315,1,0.0 – 10.1 days,0,Success
Application_642567542,15832.205516666669,1,10.1 – 15.1 days,1,Success
Application_642608905,28568.7494,1,15.1 – 25.2 days,2,Success
Application_642686768,34368.91555,1,15.1 – 25.2 days,2,Success
Application_642741462,44174.12603333333,0,25.2 – 31.9 days,3,Fail
Application_642752908,11587.703333333331,1,0.0 – 10.1 days,0,Success
Application_642781969,74679.40528333333,0,31.9 – 286.1 days,4,Fail
Application_6428383,41491.67875,1,25.2 – 31.9 days,3,Success
Application_642840882,19893.236233333337,0,10.1 – 15.1 days,1,Fail
Application_64286790,12149.857716666667,1,0.0 – 10.1 days,0,Success
Application_642994054,45685.6403,0,25.2 – 31.9 days,3,Fail
Application_643006847,13745.6281,1,0.0 – 10.1 days,0,Success
Application_643008287,20310.2264,1,10.1 – 15.1 days,1,Success
Application_643047755,27190.3834,1,15.1 – 25.2 days,2,Success
Application_64311511,32937.21218333333,1,15.1 – 25.2 days,2,Success
Application_643134488,54241.760916666666,1,31.9 – 286.1 days,4,Success
Application_643176291,19811.209133333334,0,10.1 – 15.1 days,1,Fail
Application_643199762,52810.93803333333,0,31.9 – 286.1 days,4,Fail
Application_643216783,37516.14101666667,0,25.2 – 31.9 days,3,Fail
Application_643238237,48233.73841666667,0,31.9 – 286.1 days,4,Fail
Application_643290432,19064.79248333333,1,10.1 – 15.1 days,1,Success
Application_643341504,45591.76555,0,25.2 – 31.9 days,3,Fail
Application_643409449,7126.84955,0,0.0 – 10.1 days,0,Fail
Application_643423512,22431.43895,0,15.1 – 25.2 days,2,Fail
Application_643473779,44400.64133333333,0,25.2 – 31.9 days,3,Fail
Application_64360728,44486.8507,0,25.2 – 31.9 days,3,Fail
Application_643675540,15713.67135,0,10.1 – 15.1 days,1,Fail
Application_643691008,27196.4915,1,15.1 – 25.2 days,2,Success
Application_643793243,47161.1181,0,31.9 – 286.1 days,4,Fail
Application_643794221,9155.196116666666,0,0.0 – 10.1 days,0,Fail
Application_643849419,18279.50246666667,1,10.1 – 15.1 days,1,Success
Application_643886215,45909.91375,1,25.2 – 31.9 days,3,Success
Application_644112843,44217.26743333333,0,25.2 – 31.9 days,3,Fail
Application_644233326,55638.47778333333,1,31.9 – 286.1 days,4,Success
Application_644340095,40048.05633333333,1,25.2 – 31.9 days,3,Success
Application_644358883,45495.91015,0,25.2 – 31.9 days,3,Fail
Application_644511070,10152.067166666668,1,0.0 – 10.1 days,0,Success
Application_644611961,11368.504883333331,1,0.0 – 10.1 days,0,Success
Application_644649298,42822.46415,1,25.2 – 31.9 days,3,Success
Application_64467309,16328.35,1,10.1 – 15.1 days,1,Success
Application_644676641,21844.853,1,15.1 – 25.2 days,2,Success
Application_644677439,35831.02595,1,15.1 – 25.2 days,2,Success
Application_644684670,74467.16291666667,1,31.9 – 286.1 days,4,Success
Application_644781534,20252.4192,1,10.1 – 15.1 days,1,Success
Application_64480160,47331.11606666667,0,31.9 – 286.1 days,4,Fail
Application_644804836,11897.380066666668,1,0.0 – 10.1 days,0,Success
Application_644820841,38855.79731666667,1,25.2 – 31.9 days,3,Success
Application_644865647,17152.769583333335,1,10.1 – 15.1 days,1,Success
Application_644972978,46777.4588,0,31.9 – 286.1 days,4,Fail
Application_645021443,46779.13136666667,0,31.9 – 286.1 days,4,Fail
Application_645105188,21363.23985,0,10.1 – 15.1 days,1,Fail
Application_645196418,8785.247916666667,1,0.0 – 10.1 days,0,Success
Application_645282036,14036.0229,0,0.0 – 10.1 days,0,Fail
Application_645293411,16864.497033333333,0,10.1 – 15.1 days,1,Fail
Application_645322893,18252.05835,1,10.1 – 15.1 days,1,Success
Application_645328035,25638.06236666667,0,15.1 – 25.2 days,2,Fail
Application_645346728,43060.630216666665,1,25.2 – 31.9 days,3,Success
Application_645400256,41491.70153333333,0,25.2 – 31.9 days,3,Fail
Application_645413695,10887.730366666668,1,0.0 – 10.1 days,0,Success
Application_6455133,18075.345683333333,1,10.1 – 15.1 days,1,Success
Application_645529282,49532.429983333335,0,31.9 – 286.1 days,4,Fail
Application_645533161,21480.047166666667,1,10.1 – 15.1 days,1,Success
Application_64580395,18636.58065,1,10.1 – 15.1 days,1,Success
Application_645828402,47086.1682,0,31.9 – 286.1 days,4,Fail
Application_645888609,50320.9722,1,31.9 – 286.1 days,4,Success
Application_646249286,22648.40958333333,1,15.1 – 25.2 days,2,Success
Application_646255491,45032.94615,0,25.2 – 31.9 days,3,Fail
Application_646513699,18202.833116666665,1,10.1 – 15.1 days,1,Success
Application_646585496,45845.56485,0,25.2 – 31.9 days,3,Fail
Application_646705408,33212.71086666667,1,15.1 – 25.2 days,2,Success
Application_646743033,15889.028516666667,1,10.1 – 15.1 days,1,Success
Application_646782980,15472.229,1,10.1 – 15.1 days,1,Success
Application_646819130,45423.853083333335,0,25.2 – 31.9 days,3,Fail
Application_646831750,25393.748183333333,1,15.1 – 25.2 days,2,Success
Application_646842913,18095.539666666664,1,10.1 – 15.1 days,1,Success
Application_646892363,29382.46268333333,1,15.1 – 25.2 days,2,Success
Application_646930539,34444.85868333333,1,15.1 – 25.2 days,2,Success
Application_646977549,56031.68131666667,0,31.9 – 286.1 days,4,Fail
Application_647094276,32931.83021666667,1,15.1 – 25.2 days,2,Success
Application_64710253,18037.50563333333,1,10.1 – 15.1 days,1,Success
Application_647105703,123975.4729,0,31.9 – 286.1 days,4,Fail
Application_647190946,12746.64575,1,0.0 – 10.1 days,0,Success
Application_647260861,43870.44543333333,0,25.2 – 31.9 days,3,Fail
Application_647263153,20009.32315,0,10.1 – 15.1 days,1,Fail
Application_647329744,46030.002433333335,0,31.9 – 286.1 days,4,Fail
Application_647370493,15910.563966666668,1,10.1 – 15.1 days,1,Success
Application_647413273,6950.943533333334,0,0.0 – 10.1 days,0,Fail
Application_64747043,18560.042433333336,1,10.1 – 15.1 days,1,Success
Application_647570318,157.71145,0,0.0 – 10.1 days,0,Fail
Application_647581209,9713.031,1,0.0 – 10.1 days,0,Success
Application_64770427,21778.50885,1,15.1 – 25.2 days,2,Success
Application_647705656,21270.156266666665,0,10.1 – 15.1 days,1,Fail
Application_64771754,10008.531033333333,1,0.0 – 10.1 days,0,Success
Application_647726871,14467.988616666667,1,0.0 – 10.1 days,0,Success
Application_647731628,43907.59188333333,0,25.2 – 31.9 days,3,Fail
Application_647762796,35490.31155,0,15.1 – 25.2 days,2,Fail
Application_647959281,35801.665166666666,1,15.1 – 25.2 days,2,Success
Application_648063719,19264.82025,1,10.1 – 15.1 days,1,Success
Application_648076847,47249.2771,0,31.9 – 286.1 days,4,Fail
Application_648078846,31853.004516666664,0,15.1 – 25.2 days,2,Fail
Application_648095822,40340.09943333334,1,25.2 – 31.9 days,3,Success
Application_648164207,54387.780633333336,0,31.9 – 286.1 days,4,Fail
Application_648236307,44004.93915,0,25.2 – 31.9 days,3,Fail
Application_648238393,44394.50638333333,0,25.2 – 31.9 days,3,Fail
Application_648322991,9709.316816666666,1,0.0 – 10.1 days,0,Success
Application_648324036,44369.66883333333,0,25.2 – 31.9 days,3,Fail
Application_64841446,13115.2091,0,0.0 – 10.1 days,0,Fail
Application_64844054,15544.942633333332,1,10.1 – 15.1 days,1,Success
Application_648442257,10528.444983333333,1,0.0 – 10.1 days,0,Success
Application_648443266,23986.551633333333,1,15.1 – 25.2 days,2,Success
Application_648589982,1104.088166666667,0,0.0 – 10.1 days,0,Fail
Application_648606653,48586.32795,0,31.9 – 286.1 days,4,Fail
Application_648638072,18964.78206666667,1,10.1 – 15.1 days,1,Success
Application_648822663,50268.14838333333,1,31.9 – 286.1 days,4,Success
Application_649068245,12570.637283333332,1,0.0 – 10.1 days,0,Success
Application_649073329,23994.7129,1,15.1 – 25.2 days,2,Success
Application_649116957,45985.077333333335,0,25.2 – 31.9 days,3,Fail
Application_649155064,12642.073266666666,0,0.0 – 10.1 days,0,Fail
Application_649198536,48217.178166666665,0,31.9 – 286.1 days,4,Fail
Application_649198720,41544.56656666667,1,25.2 – 31.9 days,3,Success
Application_649242925,45267.352483333336,0,25.2 – 31.9 days,3,Fail
Application_649413946,11584.57895,1,0.0 – 10.1 days,0,Success
Application_649414621,20043.24896666667,1,10.1 – 15.1 days,1,Success
Application_649420116,44506.77488333333,0,25.2 – 31.9 days,3,Fail
Application_649459695,11522.846033333331,0,0.0 – 10.1 days,0,Fail
Application_649460876,44471.83215,0,25.2 – 31.9 days,3,Fail
Application_649475347,8683.919033333334,1,0.0 – 10.1 days,0,Success
Application_649633662,22639.38738333333,1,15.1 – 25.2 days,2,Success
Application_64965901,43806.71951666667,0,25.2 – 31.9 days,3,Fail
Application_649659347,14511.5832,1,0.0 – 10.1 days,0,Success
Application_649773411,30161.717116666667,1,15.1 – 25.2 days,2,Success
Application_649819908,46034.19198333333,1,31.9 – 286.1 days,4,Success
Application_649892341,30891.19888333333,1,15.1 – 25.2 days,2,Success
Application_649919254,48458.08718333334,0,31.9 – 286.1 days,4,Fail
Application_650036394,45307.76591666667,0,25.2 – 31.9 days,3,Fail
Application_650052643,25800.769316666665,1,15.1 – 25.2 days,2,Success
Application_65007766,119724.39521666669,0,31.9 – 286.1 days,4,Fail
Application_650088661,46817.99736666667,0,31.9 – 286.1 days,4,Fail
Application_650133925,87627.69921666666,0,31.9 – 286.1 days,4,Fail
Application_650174134,19539.213116666662,1,10.1 – 15.1 days,1,Success
Application_650187004,25276.13393333333,1,15.1 – 25.2 days,2,Success
Application_650269997,28643.51123333333,0,15.1 – 25.2 days,2,Fail
Application_650341111,18570.517016666665,1,10.1 – 15.1 days,1,Success
Application_650392957,18684.074750000003,1,10.1 – 15.1 days,1,Success
Application_650411814,18662.98495,0,10.1 – 15.1 days,1,Fail
Application_650412376,31780.08686666667,1,15.1 – 25.2 days,2,Success
Application_650730518,35561.837900000006,1,15.1 – 25.2 days,2,Success
Application_650870312,17700.894816666667,1,10.1 – 15.1 days,1,Success
Application_651189090,28747.26183333333,1,15.1 – 25.2 days,2,Success
Application_651190421,22944.56108333333,0,15.1 – 25.2 days,2,Fail
Application_651453909,11820.384716666666,0,0.0 – 10.1 days,0,Fail
Application_65145715,13161.2226,1,0.0 – 10.1 days,0,Success
Application_651473489,10349.368566666666,1,0.0 – 10.1 days,0,Success
Application_651500578,14503.174166666666,1,0.0 – 10.1 days,0,Success
Application_651698168,11293.120283333332,1,0.0 – 10.1 days,0,Success
Application_651776694,40371.97495,0,25.2 – 31.9 days,3,Fail
Application_65199173,44315.682616666665,0,25.2 – 31.9 days,3,Fail
Application_652037555,16164.408566666669,1,10.1 – 15.1 days,1,Success
Application_652119414,29866.62568333333,1,15.1 – 25.2 days,2,Success
Application_652156305,31472.1084,1,15.1 – 25.2 days,2,Success
Application_65218137,21044.445716666665,1,10.1 – 15.1 days,1,Success
Application_652192276,7905.0374,0,0.0 – 10.1 days,0,Fail
Application_652307166,51544.57031666666,1,31.9 – 286.1 days,4,Success
Application_652414203,49670.20341666667,0,31.9 – 286.1 days,4,Fail
Application_652440873,11058.46875,1,0.0 – 10.1 days,0,Success
Application_652519324,28901.734633333333,1,15.1 – 25.2 days,2,Success
Application_65258367,31957.01078333333,1,15.1 – 25.2 days,2,Success
Application_652776625,22989.3222,1,15.1 – 25.2 days,2,Success
Application_652823628,19077.935316666662,1,10.1 – 15.1 days,1,Success
Application_652859135,17346.076683333333,1,10.1 – 15.1 days,1,Success
Application_652896535,8423.920333333333,1,0.0 – 10.1 days,0,Success
Application_652906703,15883.9394,1,10.1 – 15.1 days,1,Success
Application_652956366,14606.173733333331,0,10.1 – 15.1 days,1,Fail
Application_652959423,49882.682766666665,0,31.9 – 286.1 days,4,Fail
Application_65307205,45377.57281666667,0,25.2 – 31.9 days,3,Fail
Application_65314761,24829.121866666665,1,15.1 – 25.2 days,2,Success
Application_653194138,70402.1272,1,31.9 – 286.1 days,4,Success
Application_653284827,25999.96945,1,15.1 – 25.2 days,2,Success
Application_653318631,50137.71818333333,0,31.9 – 286.1 days,4,Fail
Application_653391914,21135.18285,0,10.1 – 15.1 days,1,Fail
Application_653416174,13067.623766666666,0,0.0 – 10.1 days,0,Fail
Application_653419987,23899.014000000003,1,15.1 – 25.2 days,2,Success
Application_65350051,45692.47835,0,25.2 – 31.9 days,3,Fail
Application_65352330,18366.123716666665,1,10.1 – 15.1 days,1,Success
Application_653546561,17379.511216666666,1,10.1 – 15.1 days,1,Success
Application_653567105,43943.78043333333,0,25.2 – 31.9 days,3,Fail
Application_653628882,25909.450200000003,1,15.1 – 25.2 days,2,Success
Application_65365017,47262.03175,0,31.9 – 286.1 days,4,Fail
Application_653726659,14647.487316666666,1,10.1 – 15.1 days,1,Success
Application_653796268,49802.03465,0,31.9 – 286.1 days,4,Fail
Application_65402694,14213.909183333331,1,0.0 – 10.1 days,0,Success
Application_654096412,20051.4722,1,10.1 – 15.1 days,1,Success
Application_654226509,11370.676,1,0.0 – 10.1 days,0,Success
Application_654292217,44286.10506666666,0,25.2 – 31.9 days,3,Fail
Application_654342614,27902.878516666664,1,15.1 – 25.2 days,2,Success
Application_654369885,20439.890116666666,1,10.1 – 15.1 days,1,Success
Application_654470447,31586.283733333334,1,15.1 – 25.2 days,2,Success
Application_654593000,22688.869266666665,1,15.1 – 25.2 days,2,Success
Application_654711632,50198.20338333333,1,31.9 – 286.1 days,4,Success
Application_654780783,47259.29991666667,0,31.9 – 286.1 days,4,Fail
Application_654932562,108858.09611666668,1,31.9 – 286.1 days,4,Success
Application_654935699,15819.29815,1,10.1 – 15.1 days,1,Success
Application_65498038,44272.83376666667,0,25.2 – 31.9 days,3,Fail
Application_655052891,132074.88168333334,0,31.9 – 286.1 days,4,Fail
Application_655070165,47018.420066666666,0,31.9 – 286.1 days,4,Fail
Application_655085004,20087.852883333333,1,10.1 – 15.1 days,1,Success
Application_655246892,10691.991433333334,1,0.0 – 10.1 days,0,Success
Application_655449819,17106.606916666668,1,10.1 – 15.1 days,1,Success
Application_655459519,30292.070750000003,1,15.1 – 25.2 days,2,Success
Application_655459679,21650.80558333333,1,10.1 – 15.1 days,1,Success
Application_655546228,21457.3171,1,10.1 – 15.1 days,1,Success
Application_655578777,44636.10806666667,0,25.2 – 31.9 days,3,Fail
Application_655711151,20121.22223333333,1,10.1 – 15.1 days,1,Success
Application_655725302,9912.373483333333,1,0.0 – 10.1 days,0,Success
Application_655765028,47157.95608333334,0,31.9 – 286.1 days,4,Fail
Application_655789917,44350.72915,0,25.2 – 31.9 days,3,Fail
Application_655917592,27191.13753333333,0,15.1 – 25.2 days,2,Fail
Application_655959249,14043.9912,1,0.0 – 10.1 days,0,Success
Application_656019434,45372.178166666665,0,25.2 – 31.9 days,3,Fail
Application_656195315,48240.84201666667,0,31.9 – 286.1 days,4,Fail
Application_656422328,17417.47435,0,10.1 – 15.1 days,1,Fail
Application_656475157,81903.44298333333,0,31.9 – 286.1 days,4,Fail
Application_656520046,8683.740983333333,0,0.0 – 10.1 days,0,Fail
Application_656598972,50389.641,0,31.9 – 286.1 days,4,Fail
Application_656601025,19827.472166666663,1,10.1 – 15.1 days,1,Success
Application_656783891,48418.20468333333,0,31.9 – 286.1 days,4,Fail
Application_656831331,22933.867,1,15.1 – 25.2 days,2,Success
Application_656903784,19874.481933333333,1,10.1 – 15.1 days,1,Success
Application_656959807,24856.03405,1,15.1 – 25.2 days,2,Success
Application_656979961,14425.378166666664,0,0.0 – 10.1 days,0,Fail
Application_656995606,8798.373733333334,1,0.0 – 10.1 days,0,Success
Application_657029746,31608.2773,1,15.1 – 25.2 days,2,Success
Application_657061169,81801.19056666667,0,31.9 – 286.1 days,4,Fail
Application_657143532,10805.398433333332,1,0.0 – 10.1 days,0,Success
Application_65717423,44265.51565,0,25.2 – 31.9 days,3,Fail
Application_657207068,14381.242116666666,1,0.0 – 10.1 days,0,Success
Application_657313890,49898.18023333333,1,31.9 – 286.1 days,4,Success
Application_657401912,29076.38365,1,15.1 – 25.2 days,2,Success
Application_657520131,59638.1919,0,31.9 – 286.1 days,4,Fail
Application_657531637,44429.58716666666,0,25.2 – 31.9 days,3,Fail
Application_657582683,75733.01505,0,31.9 – 286.1 days,4,Fail
Application_657638630,15364.594333333334,0,10.1 – 15.1 days,1,Fail
Application_657686177,45401.4224,0,25.2 – 31.9 days,3,Fail
Application_657716944,31456.621116666665,1,15.1 – 25.2 days,2,Success
Application_657721677,44169.4804,0,25.2 – 31.9 days,3,Fail
Application_657789125,44308.553,0,25.2 – 31.9 days,3,Fail
Application_657864612,47343.67826666667,1,31.9 – 286.1 days,4,Success
Application_657899666,44190.88163333333,0,25.2 – 31.9 days,3,Fail
Application_65790749,65863.14021666667,0,31.9 – 286.1 days,4,Fail
Application_658064701,20535.0831,1,10.1 – 15.1 days,1,Success
Application_658069172,11624.089683333334,1,0.0 – 10.1 days,0,Success
Application_65819479,33739.44535,1,15.1 – 25.2 days,2,Success
Application_658199813,26858.9975,1,15.1 – 25.2 days,2,Success
Application_658211636,22605.406366666663,1,15.1 – 25.2 days,2,Success
Application_658259771,28672.22685,1,15.1 – 25.2 days,2,Success
Application_658380691,42825.650400000006,1,25.2 – 31.9 days,3,Success
Application_658384558,16337.067583333332,1,10.1 – 15.1 days,1,Success
Application_658429775,8300.385316666667,0,0.0 – 10.1 days,0,Fail
Application_658444280,40117.38181666667,1,25.2 – 31.9 days,3,Success
Application_658492481,44037.76328333333,1,25.2 – 31.9 days,3,Success
Application_658560478,19921.05135,0,10.1 – 15.1 days,1,Fail
Application_658585778,60378.41306666667,1,31.9 – 286.1 days,4,Success
Application_658596017,19183.92283333333,1,10.1 – 15.1 days,1,Success
Application_658640561,48106.07481666667,0,31.9 – 286.1 days,4,Fail
Application_658669371,44435.44003333333,0,25.2 – 31.9 days,3,Fail
Application_658773748,17244.31655,1,10.1 – 15.1 days,1,Success
Application_658862689,69034.27036666666,0,31.9 – 286.1 days,4,Fail
Application_65892719,45300.47295,0,25.2 – 31.9 days,3,Fail
